pma_number,supplement_number,applicant,street_1,street_2,city,state,zip,zip_ext,generic_name,trade_name,product_code,advisory_committee,advisory_committee_description,supplement_type,supplement_reason,expedited_review_flag,date_received,decision_date,docket_number,fed_reg_notice_date,decision_code,ao_statement,device_name,medical_specialty_description,regulation_number,device_class
P040004,S010,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)","ADVIA CENTAUR HBC TOTAL READYPACK REAGENTS, ADVIA CENTAUR HBC TOTAL QUALITY CONTROL",LOM,MI,Microbiology,Normal 180 Day Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2014-09-09,2015-02-27,,,APPR,"APPROVAL FOR CLAIMS TO TEST NEONATE AND PEDIATRIC POPULATIONS WITH THE FDA APPROVED ADVIA CENTAUR HBC TOTAL READYPACK REAGENTS AND ADVIA CENTAUR HBC TOTAL QUALITY CONTROL MATERIALS. THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME ADVIA CENTAUR HBC TOTAL READYPACK REAGENTS AND ADVIA CENTAUR HBC TOTAL QUALITY CONTROL MATERIALS AND IS INDICATED FOR:ADVIA CENTAUR AND ADVIA CENTAUR XP SYSTEMSTHE ADVIA CENTAUR HBC TOTAL ASSAY IS AN IN VITRO DIAGNOSTIC TEST FOR THE QUALITATIVE DETERMINATION OF TOTAL ANTIBODIES TO THE CORE ANTIGEN OF THE HEPATITIS B VIRUS (HBC TOTAL) IN HUMAN NEONATAL, PEDIATRIC AND ADULT SERUM OR PLASMA (POTASSIUM EDTA, OR LITHIUM OR SODIUM HEPARINIZED) USING THE ADVIA CENTAUR AND ADVIA CENTAUR XP SYSTEMS. THIS ASSAY CAN BE USED AS AN AID IN THE DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B VIRUS (HBV) INFECTION AND IN THE DETERMINATION OF THE CLINICAL STATUS OF HBV INFECTED INDIVIDUALS IN CONJUNCTION WITH OTHER HBV SEROLOGICAL MARKERS FOR THE LABORATORY DIAGNOSIS OF HBV DISEASE ASSOCIATED WITH HBV INFECTION. THIS ASSAY CAN ALSO BE USED AS AN AID IN THE DIFFERENTIAL DIAGNOSIS IN INDIVIDUALS DISPLAYING SIGNS AND SYMPTOMS OF HEPATITIS IN WHOM ETIOLOGY IS UNKNOWN.ADVIA CENTAUR CP SYSTEM:THE ADVIA CENTAUR HBC TOTAL ASSAY IS AN IN VITRO DIAGNOSTIC TEST FOR THE QUALITATIVE DETERMINATION OF TOTAL ANTIBODIES TO THE CORE ANTIGEN OF THE HEPATITIS B VIRUS (HBC TOTAL) IN HUMAN NEONATAL, PEDIATRIC, AND ADULT SERUM OR PLASMA (POTASSIUM EDTA, OR LITHIUM OR SODIUM HEPARINIZED) USING THE ADVIA CENTAUR CP SYSTEM. THIS ASSAY CAN BE USED AS AN AID IN THE DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B VIRUS (HBV) INFECTION AND IN THE DETERMINATION OF THE CLINICAL STATUS OF HBV INFECTED INDIVIDUALS IN CONJUNCTION WITH OTHER HBV SEROLOGICAL MARKERS FOR THE LABORATORY DIAGNOSIS OF HBV DISEASE ASSOCIATED WITH HBV INFECTION.  FOR ADDITIONAL INFORMATION PLEASE REFER TO THE APPROVAL ORDER.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
P930016,S005,"AMO Manufacturing USA, LLC",510 Cottonwood Drive,,Milpitas,CA,95035,,Excimer laser system,VISX EXCIMER LASER SYSTEM MODELS B AND C,LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,Y,1997-07-23,1998-01-29,99M-0293,1999-07-15,APPR,Approval for the VISX Excimer Laser System (Models B and C).  This device is indicated for myopic and astigmatic PRK using an ablation zone with a 6.0 mm major axis.  The PRK procedure is intended for use:  1)in patients with documented evidence of a change in manifest refraction of less than or equal to 0.5D (in both cylinder and sphere components) per year for at least one year prior to the date of the pre-operative examination; and 2) in patients 18-20 years of age in PRK treatments for the reduction or elimination of myopia (nearsightedness) of less than or equal to -6.0 D spherical equivelent at the corneal plane with less than or equal to -1.0 D of astigmatism; or 3) in patients 21 years of age or older in PRK treatments for the reduction or elimination of myopia (nearsightedness) of between 0 and -12.0 D spherical myopia at the spectacle plane and up to -4.0 D of astigmatism.,Excimer Laser System,Unknown,,3
P960058,S054,ADVANCED BIONICS,28515 WESTINGHOUSE PLACE,,VALENCIA,CA,91355,,"Implant, cochlear",HARMONY HIRESOLUTION BIONIC EAR SYSTEM,MCM,EN,"Ear, Nose, Throat",Normal 180 Day Track No User Fee,Labeling Change - Indications/instructions/shelf life/tradename,N,2006-07-17,2006-07-28,,,APPR,"APPROVAL FOR A COCHLEAR IMPLANT SYSTEM NAME CHANGE FROM ""HIRESOLUTION BIONIC EAR SYSTEM"" TO ""HARMONY HIRESOLUTION BIONIC EAR SYSTEM"".  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME HARMONY HIRESOLUTION BIONIC EAR SYSTEM AND IS INDICATED FOR ADULTS AND THE PEDIATRIC POPULATION AGED 12 MONTHS THROUGH 17 YEARS, 11 MONTHS OF AGE.","Implant, Cochlear",Unknown,,3
P000021,,SIEMENS HEALTHCARE DIAGNOSTICS,500 GBC DRIVE,PO BOX 6101,NEWARK,DE,19714,6101,PROSTATE-SPECIFIC ANTIGEN (PSA) FOR MANAGEMENT OF PROSTATE CANCERS,DIMENSION(R) RXL PSA FLEX(R) REAGENT CARTRIDGE,LTJ,IM,Immunology,,,N,2000-06-05,2001-07-05,01M-0310,2001-07-23,APPR,APPROVAL FOR THE DIMENSION(R) RXL PSA FLEX(R) REAGENT CARTRIDGE.  THE DEVICE IS INDICATED FOR THE FOLLOWING:  THE PSA METHOD FOR THE DIMENSION(R) CLINICAL CHEMISTRY SYSTEM WITH THE HETEROGENEOUS IMMUNOASSAY MODULE IS AN IN VITRO DIAGNOSTIC TEST INTENDED TO QUANTITATIVELY MEASURE PROSTATE SPECIFIC ANTIGEN (PSA) IN HUMAN SERUM:  1) AS AN AID IN THE DETECTION OF PROSTATE CANCER WHEN USED IN CONJUNCTION WITH DIGITAL RECTAL EXAM (DRE) IN MEN AGED 50 YEARS OR OLDER.  PROSTATE BIOPSY IS REQUIRED FOR THE DIAGNOSIS OF CANCER.  2) AS AN AID IN THE MANAGEMENT (MONITORING) OF PROSTATE CANCER PATIENTS.,Prostate-Specific Antigen (Psa) For Management Of Prostate Cancers,Immunology,866.6010,2
P030040,S011,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)","ADVIA CENTAUR HBC IGM READYPACK REAGENTS, ADVIA CENTAUR  HBC IGM QUALITY CONTROL MATERIALS",LOM,MI,Microbiology,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2016-07-05,2016-12-25,,,APPR,"Approval for a claim to test a pediatric population with the FDA approved ADVIA Centaur® HBc IgM ReadyPack Reagents and ADVIA Centaur® HBc IgM Quality Control Materials.  The device, as modified, will be marketed under the trade name ADVIA Centaur® HBc IgM Assay and is indicated for:ADVIA Centaur, ADVIA Centaur XP, and ADVIA Centaur XPT systemsThe ADVIA Centaur® HBc IgM (aHBcM) assay is an in vitro diagnostic test for the qualitative determination of lgM response to hepatitis B virus core antigen  in human pediatric (2 through 21 years) and adult serum and plasma (EDTA or lithium or sodium heparinized)  using the ADVIA Centaur, ADVIA Centaur XP, and ADVIA Centaur XPT systems.  The assay uses recombinant HBc antigen.  This assay may be used in combination with other hepatitis  B virus (HBV) marker assays to define the clinical status of known HBV infected  patients or can be combined with other HBV, HAV (hepatitis A virus), and HCV (hepatitis C virus) assays for the diagnosis of patients presenting symptoms of acute viral hepatitis.Assay performance characteristics have not been established for immunocompromised or immunosuppressed patients, cord blood, or patients less than 2 years of age. Assay performance characteristics have not been established when the ADVIA Centaur HBc IgM assay is used in conjunction with other manufacturers' assays for specific HBV serological markers.ADVIA Centaur CP systemThe ADVIA Centaur® HBc IgM assay is an in vitro diagnostic test for the qualitative determination of IgM response to hepatitis B virus core antigen in human pediatric (2 through 21 years) and adult serum and plasma (EDTA or lithium or sodium heparinized)  using the ADVIA Centaur CP System.  The assay uses recombinant HBc antigen.  This assay may be used in combination  with other hepatitis B virus (HBV) marker assays to define the clinical status of known HBV infected patients or can be combined with other HBV, HAV (hepatitis A virus), and HCV (hepatitis C virus) assays for the diagnosis of patients presenting symptoms of acute viral hepatitis.Assay performance characteristics have not been established for immunocompromised or immunosuppressed patients, cord blood, or patients less than 2 years of age.Assay performance characteristics have not been established when the ADVIA Centaur HBc IgM assay is used in conjunction with other manufacturers' assays for specific HBV serological markers.ADVIA Centaur® HBc IgM Quality Control MaterialsFor monitoring the performance of the HBc IgM assay using the ADVIA Centaur® systems.  The performance of the HBc IgM quality control material has not been established with any other anti-HBc IgM assays.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
P020012,S009,"SUNEVA MEDICAL, INC.",5879 PACIFIC CENTER BLVD.,,SAN DIEGO,CA,92121,,"Implant, dermal, for aesthetic use",BELLAFILL,LMH,SU,"General, Plastic Surgery",Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2014-05-16,2014-12-23,14M-2376,2014-12-30,APPR,"APPROVAL FOR THE BELLAFILL. THIS DEVICE IS INDICATED FOR THE CORRECTION OF NASOLABIAL FOLDS AND MODERATE TO SEVERE, ATROPHIC, DISTENSIBLE FACIAL ACNE SCARS ON THE CHEEK IN PATIENTS OVER THE AGE OF 21 YEARS.","Implant, Dermal, For Aesthetic Use",Unknown,,3
P110033,S018,Allergan,2525 DUPONT DR.,,IRVINE,CA,92612,,"Implant, dermal, for aesthetic use",JUVEDERM VOLBELLA XC,LMH,SU,"General, Plastic Surgery",Panel Track,Change Design/Components/Specifications/Material,N,2015-08-03,2016-05-31,16M-1401,2016-06-02,APPR,Approval for JUVÉDERM VOLBELLA® XC injectable gel.  The device is indicated for injection into the lips for lip augmentation and for correction of perioral rhytids in adults over the age of 21.,"Implant, Dermal, For Aesthetic Use",Unknown,,3
P100026,,NEUROPACE INC,455 N. BERNARDO AVE,,MOUNTAIN VIEW,CA,94043,,Implanted brain stimulator for epilepsy,NEUROPACE RNS SYSTEM,PFN,NE,Neurology,,,N,2010-07-02,2013-11-14,12M-1488,2013-11-25,APPR,"APPROVAL FOR THE RNS SYSTEM. THIS DEVICE IS INDICATED AS FOLLOWS: "" ... AS AN ADJUNCTIVE THERAPY IN REDUCING THE FREQUENCY OF SEIZURES IN INDIVIDUALS 18 YEARS OF AGE OR OLDER WITH PARTIAL ONSET SEIZURES WHO HAVE UNDERGONE DIAGNOSTIC TESTING THAT LOCALIZEDNO MORE THAN 2 EPILEPTOGENIC FOCI, ARE REFRACTORY TO TWO OR MORE ANTIEPILEPTIC MEDICATIONS, AND CURRENTLY HAVE FREQUENT AND DISABLING SEIZURES (MOTOR PARTIAL SEIZURES, COMPLEX PARTIAL SEIZURESAND/ OR SECONDARILY GENERALIZED SEIZURES). THE RNS SYSTEM HAS DEMONSTRATED SAFETY AND EFFECTIVENESS IN PATIENTS WHO AVERAGE 3 OR MORE DISABLING SEIZURES PER MONTH OVER THE THREE MOST RECENT MONTHS (WITH NO MONTH WITH FEWER THAN TWO SEIZURES), AND HAS NOT BEEN EVALUATED IN PATIENTS WITH LESS  FREQUENT SEIZURES.""",Implanted Brain Stimulator For Epilepsy,Unknown,,3
P930016,S014,"AMO Manufacturing USA, LLC",510 Cottonwood Drive,,Milpitas,CA,95035,,Excimer laser system,VISX STAR EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2001-06-04,2001-11-06,01M-0522,2001-11-21,APPR,APPROVAL FOR THE VISX STAR S2 AND S3 EXCIMER LASER SYSTEMS.  THE DEVICES ARE INDICATED FOR LASER IN-SITU KERATOMILEUSIS (LASIK) TREATMENTS:  1) IN PATIENTS WITH DOCUMENTED EVIDENCE OF A CHANGE IN MANIFEST REFRACTION OF NO MORE THAN 0.5 D (IN BOTH CYLINDER AND SPHERE COMPONENTS) FOR AT LEAST ONE YEAR PRIOR TO THE DATE OF PRE-OPERATIVE EXAMINATION; AND  2) IN PATIENTS 21 YEARS OF AGE OF OLDER IN TREATMENTS FOR THE REDUCTION OR ELIMINATION OF NATURALLY OCCURRING MIXED ASTIGMATISM WHERE THE MAGNITUDE OF CYLINDER (<=6.0 D AT THE SPECTACLE PLANE) IS GREATER THAN THE MAGNITUDE OF SPHERE AND THE CYLINDER AND SPHERE HAVE OPPOSITE SIGNS.,Excimer Laser System,Unknown,,3
P970043,,ALCON LABORATORIES,6201 S FREEWAY,,FT WORTH,TX,76134,,Excimer laser system,LADARVISION EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,,,N,1997-09-05,1998-11-02,00M-1592,2001-02-05,APWD,"Indicated for use in photorefractive keratectomy (PRK) treatment for the reduction or elimination of mild to moderate myopia in patients with the following three characteristics: 1) between -1.00D to -10.00D of sphere and less than or equal to -4.00D of astigmatism at the spectacle plane, the combination of which must result in an attempted correction between -0.50D and -10.00D spherical equivalent (SE) at the spectacle plane where sphere or cylinder is at least 1.00D; 2) who are 21 years of age or older; and 3) with documented stability of refraction for the prior 12 months, as demonstrated by a change of less than or equal to 0.50D for corrections up to -7.00D SE, and less than or equal to -1.00D for corrections greater than -7.00 D SE.",Excimer Laser System,Unknown,,3
P100018,S011,"Micro Therapeutics, Inc. d/b/a ev3 NEUROVASCULAR",9775 Toledo Way,,Irvine,CA,92618,,Intracranial aneurysm flow diverter,"PIPELINE EMBOLIZATION DEVICES,PIPELINE FLEX EMBOLIZATION DEVICE",OUT,NE,Neurology,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2014-06-26,2015-01-26,,,APPR,"APPROVAL FOR DESIGN CHANGES TO THE DELIVERY SYSTEM OF THE PIPELINE¿ EMBOLIZATION SYSTEM. THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME, PIPELINE¿ FLEX EMBOLIZATION DEVICE (PFED), AND REMAINS INDICATED FOR THE ENDOVASCULAR TREATMENT OF ADULTS (22 YEARS OF AGE OR OLDER) WITH LARGE OR GIANT WIDE-NECKED INTRACRANIAL ANEURYSMS (IAS) IN THE INTERNAL CAROTID ARTERY FROM THE PETROUS TO THE SUPERIOR HYPOPHYSEAL SEGMENTS.",Intracranial Aneurysm Flow Diverter,Unknown,,3
P960009,S219,MEDTRONIC Inc.,7000 CENTRAL AVENUE NE,,MINNEAPOLIS,MN,55432,3576,"STIMULATOR, THALAMIC, EPILEPSY, IMPLANTED",MEDTRONIC DBS THERAPY FOR EPILEPSY,MBX,NE,Neurology,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2015-02-24,2018-04-27,18M-1727,2018-05-03,APPR,"Approval to expand the indications for the Medtronic DBS system to include Epilepsy. Bilateral stimulation of the anterior nucleus of the thalamus (ANT) using the Medtronic DBS System for Epilepsy is indicated as an adjunctive therapy for reducing the frequency of seizures in individuals 18 years of age or older diagnosed with epilepsy characterized by partial-onset seizures, with or without secondary generalization, that are refractory to three or more antiepileptic medications.The Medtronic DBS System for Epilepsy has demonstrated safety and effectiveness for patients who average six or more seizures per month over the three most recent months prior to implant of the DBS system (with no more than 30 days between seizures). The Medtronic DBS System for Epilepsy has not been evaluated in patients with less frequent seizures.",,,,
P970038,,"BECKMAN COULTER, INC.",250 SOUTH KRAEMER BLVD M/S,W-110,BREA,CA,92822,,"Test, prostate specific antigen, free, (noncomplexed) to distinguish prostate cancer from benign conditions",TANDEM-R FREE PSA IMMUNORADIOMETRIC ASSAY/TANDEM-MP FREE PSA IMMUNOENZYMETRIC ASSAY,MTG,IM,Immunology,,,N,1997-08-29,1998-03-10,98M-0201,1998-04-16,APPR,"Approval for the Tandem(R)-R free PSA assay and Tandem(R)-MP free PSA assay.  The Tandem(R)-R free PSA Immunoradiometric Assay is an In Vitro device for the quantitative measurement of free prostate specific antigen (free PSA) in human serum.  The Tandem(R)-MP free PSA Immunoenzymetric Assay is an In Vitro device for the quantitative measurement of free prostate specific antigen (free PSA) in human serum.  Hybritech's Tandem free PSA assays are intened to beused with Tandem (total) PSa to calculate the ration of fee PSA to total PSA expressed as a percentage (percent free PSA).  Percent free PSA as measured by Hybritech's Tandem assays is indicated for use as an aid in distinguishing prostate cancer from benign prostatic condtions, when used in conjuction with Tandem (total) PSA for prostate cancer detection in men aged 50 years and older with total PSA between 4 and 10 ng/ml and digital rectal examination finding that are not suspicious for cancer.  Prostatic biopsy is required for diagnosis of cancer.","Test, Prostate Specific Antigen, Free, (Noncomplexed) To Distinguish Prostate Cancer From Benign Conditions",Unknown,,3
P030016,,STAAR Surgical Company,1911 WALKER AVE.,,MONROVIA,CA,91016,,"Lens, intraocular, phakic",VISIAN ICL (IMPLANTABLE COLLAMER LENS),MTA,OP,Ophthalmic,,,Y,2003-05-08,2005-12-22,06M-0340,2006-08-25,APPR,"APPROVAL FOR THE VISIAN ICL (IMPLANTABLE COLLAMER LENS) MODELS MICL12.1, MICL12.6, MICL13.2 AND MICL13.7.  THE DEVICE IS INDICATED FOR ADULTS 21-45 YEARS OF AGE: 1) TO CORRECT MYOPIA RANGING FROM -3.0 DIOPTERS TO <=-15.0 DIOPTERS WITH LESS THAN OR EQUAL TO 2.5 DIOPTERS OF ASTIGMATISM AT THE SPECTACLE PLANE; 2) TO REDUCE MYOPIA RANGING FROM GREATER THAN -15.0 DIOPTERS TO -20.0 DIOPTERS WITH LESS THAN OR EQUAL TO 2.5 DIOPTERS OF ASTIGMATISM AT THE SPECTACLE PLANE; AND 3) WITH AN ANTERIOR CHAMBER DEPTH (ACD) 3.00 MM OR GREATER, AND A STABLE REFRACTIVE HISTORY WITHIN 0.5 DIOPTER FOR 1 YEAR PRIOR TO IMPLANTATION.","Lens, Intraocular, Phakic",Unknown,,3
P150038,,InSightec,5 NAHUM HETH STREET,,TIRAT-HACARMET,,39120,,MR-guided focused ultrasound system,EXABLATE,POH,NE,Neurology,,,N,2015-10-21,2016-07-11,16M-2183,2016-07-25,APPR,Approval for the ExAblate Model 4000 Type 1.0 System (ExAblate Neuro).  This device is indicated for use in the unilateral Thalamotomy treatment of idiopathic Essential Tremor patients with medication-refractory tremor. Patients must be at least age 22. The designated area in the brain responsible for the movement disorder symptoms (ventralis intermedius) must be identified and accessible for targeted thermal ablation by the ExAblate device.,Mr-Guided Focused Ultrasound System,Unknown,,3
P160030,,ABBOTT DIABETES CARE INC.,1360 SOUTH LOOP DR.,,ALAMEDA,CA,94502,7000,"Sensor, glucose, invasive, non-adjunctive, factory-calibrated, user-initiated",Freestyle Libre Flash Glucose Monitoring System,PZE,CH,Clinical Chemistry,,,N,2016-08-01,2017-09-27,17M-5969,2017-09-29,APPR,"Approval for the Freestyle Libre Flash Glucose Monitoring System.  The FreeStyle Libre Flash Glucose Monitoring System is a continuous glucose monitoring (CGM) device indicated for the management of diabetes in persons age 18 and older. It is designed to replace blood glucose testing for diabetes treatment decisions.The System detects trends and tracks patterns aiding in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments. Interpretation of the System readings should be based on the glucose trends and several sequential readings over time. The System is intended for single patient use and requires a prescription.","Sensor, Glucose, Invasive, Non-Adjunctive, Factory-Calibrated, User-Initiated",Unknown,,3
P050004,,ELECTRO MEDICAL SYSTEMS (EMS SA),CH. DE LA VUARPILLIERE 31,,"NYON, VAUD",,CH-12,1260,"Generator, shock-wave, for pain relief",EMS SWISS DOLORCLAST,NBN,SU,"General, Plastic Surgery",,,N,2005-02-02,2007-05-08,07M-0253,2007-06-28,APPR,APPROAL FOR THE EMS SWISS DOLORCLAST.  THE EMS SWISS DOLORCLAST IS A NON-SURGICAL ALTERNATIVE INDICATED FOR THE TREATMENT OF CHRONIC PROXIMAL PLANTAR FASCIITIS FOR PATIENTS 18 YEARS OF AGE OR OLDER WITH SYMPTOMS FOR 6 MONTHS OR MORE AND A HISTORY OF UNSUCCESSFUL CONSERVATIVE THERAPY.  CHRONIC PROXIMAL PLANTAR FASCIITIS IS DEFINED AS HEEL PAIN IN THE AREA OF THE INSERTION OF THE PLANTAR FASCIA ON THE MEDICAL CALCANEAL TUBEROSITY.,"Generator, Shock-Wave, For Pain Relief",Unknown,,3
P810055,S067,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,P.O. BOX 25162,SANTA ANA,CA,92705,4933,intraocular lens,MODEL 809A POSTERIOR CHAMBER INTRAOCULAR LENS,HQL,OP,Ophthalmic,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,1997-03-06,1997-05-28,,,APPR,"APPROVAL FOR TIER A POSTERIOR CHAMBER INTRAOCULAR LENS MODEL 777A.  THIS INTRAOCULAR LENS IS INDICATED FOR USE IN THE VISUAL CORRECTION OF APHAKIA IN PATIENTS 60 YEARS OF AGE AND OLDER, WHO ARE UNDERGOING A PRIMARY LENS IMPLANTATION, IN EITHER THE CILIARY SULCUS OR CAPSULAR BAG FOLLOWING AN EXTRACAPSULAR CATARACT EXTRACTION.",Intraocular Lens,Ophthalmic,886.3600,3
P130014,,"HYPERBRANCH MEDICAL TECHNOLOGY, INC.",800-12 Capitola Drive,,Durham,NC,27713,,"Sealant, dural",ADHERUS AUTOSPRAY DURAL SEALANT,NQR,NE,Neurology,,,N,2013-05-14,2015-03-30,15M-1065,2015-04-17,APPR,"APPROVAL FOR THE ADHERUS AUTOSPRAY DURAL SEALANT. THIS DEVICE IS INDICATED FOR USE IN PATIENTS WHO ARE 13 YEARS OF AGE AND OLDER, AS AN ADJUNCT TO STANDARD METHODS OF DURAL REPAIR, SUCH AS WHEN USING SUTURES, TO PROVIDEWATERTIGHT CLOSURE DURING CRANIAL PROCEDURES.","Sealant, Dural",Unknown,,3
P850048,S017,"BECKMAN COULTER, INC.",250 SOUTH KRAEMER BLVD M/S,W-110,BREA,CA,92822,,PROSTATE-SPECIFIC ANTIGEN (PSA) FOR MANAGEMENT OF PROSTATE CANCERS,ACCESS HYBRITECH PSA ON THE ACCESS 2 IMMUNOASSAY ANALYZER,LTJ,IM,Immunology,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2002-08-19,2002-11-27,,,APPR,"APPROVAL FOR THE ACCESS HYBRITECH PSA ON THE ACCESS 2 IMMUNOASSAY ANALYZER.  THE DEVICE IS INDICATED FOR:  THE ACCESS HYBRITECH PSA ASSAY IS A PARAMAGNETIC PARTICLE, CHEMILUMINESCENT IMMUNOASSAY FOR THE QUANTITATIVE DETERMINATION OF TOTAL PROSTATE SPECIFIC ANTIGEN (PSA) IN HUMAN SERUM USING THE ACCESS IMMUNOASSY SYSTEMS.  THE DEVICE IS INDICATED FOR THE MEASUREMENT OF SERUM PSA IN CONJUNCTION WITH DIGITAL RECTAL EXAMINATION (DRE) AS AN AID IN THE DETECTION OF PROSTATE CANCER IN MEN AGED 50 YEARS OR OLDER.  PROSTATE BIOPSY IS REQUIRED FOR DIAGNOSIS OF CANCER.  THE DEVICE IS FURTHER INDICATED FOR THE SERIAL MEASUREMENT OF PSA TO AID IN THE PROGNOSIS AND MANAGEMENT OF PATIENTS WITH PROSTATE CANCER.",Prostate-Specific Antigen (Psa) For Management Of Prostate Cancers,Immunology,866.6010,2
P990055,S001,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,"ANTIGEN(COMPLEXED),PROSTATE SPECIFIC,(CPSA)",BAYER ACS:180 OR ADVIA CENTAUR COMPLEX PSA ASSAYS,NAF,IM,Immunology,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2001-03-27,2001-12-07,,,APPR,"APPROVAL FOR THE ADDITION OF THE ASSAY TO THE BAYER ACS:180 AND ADVIA CENTAUR ANALYZERS.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAMES BAYER ACS:180 OR ADVIA CENTAUR COMPLEXED PSA ASSAY AND ARE INDICATED AS FOLLOWS:  THIS IN VITRO DEVICE IS INTENDED TO QUANTITATIVELY MEASURE COMPLEXED PROSTATE-SPECIFIC ANTIGEN (CPSA) IN HUMAN SERUM USING THE BAYER DIAGNOSTICS IMMUNO 1, THE ACS:180 SYSTEM, OR THE ADVIA CENTAUR SYSTEM.  THIS DEVICE IS INDICATED FOR THE MEASUREMENT OF SERUM COMPLEXED PSA IN CONJUNCTION WITH DIGITAL RECTAL EXAM (DRE) AS AN AID IN THE DETECTION OF PROSTATE CANCER IN MEN AGED 50 YEARS OR OLDER.","Antigen(Complexed),Prostate Specific,(Cpsa)",Unknown,,3
P050024,,Boston Scientific Corp.,150 BAYTECH DRIVE,,SAN JOSE,CA,95134,,"catheter, percutaneous, cardiac ablation, for treatment of atrial flutter",CRYOCOR CRYOABLATION SYSTEM,OAD,CV,Cardiovascular,,,N,2005-07-15,2007-08-01,07M-0303,2007-08-03,APWD,APPROVAL FOR THE CRYOCOR CRYOABLATION SYSTEM.  THE DEVICE IS INDICATED FOR USE IN THE ABLATION OF ISTHMUS-DEPENDENT RIGHT ATRIAL FLUTTER IN PATIENTS 18 YEARS OF AGE OR OLDER.,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Flutter",Unknown,,3
P020056,S003,Allergan,2525 DUPONT DR.,,IRVINE,CA,92612,,"Prosthesis, breast, noninflatable, internal, silicone gel-filled",NATRELLE SILICONE-FILLED BREAST IMPLANT,FTR,SU,"General, Plastic Surgery",Normal 180 Day Track No User Fee,Labeling Change - Indications/instructions/shelf life/tradename,N,2007-02-26,2007-05-17,,,APPR,"APPROVAL FOR A TRADE NAME CHANGE FROM INAMED SILICONE-FILLED BREAST IMPLANTS TO NATRELLE SILICONE-FILLED BREAST IMPLANTS.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME NATRELLE SILICONE-FILLED BREAST IMPLANTS AND IS INDICATED FOR BREAST AUGMENTATION FOR WOMEN AT LEAST 22 YEARS OLD AND FOR BREAST RECONSTRUCTION FOR WOMEN OF ANY AGE.  BREAST AUGMENTATION INCLUDES PRIMARY BREAST AUGMENTATION TO INCREASE THE BREAST SIZE, AS WELL AS REVISION SURGERY TO CORRECT OR IMPROVE THE RESULT OF A PRIMARY BREAST AUGMENTATION SURGERY.  BREAST RECONSTRUCTION INCLUDES PRIMARY RECONSTRUCTION TO REPLACE BREAST TISSUE THAT HAS BEEN REMOVED DUE TO CANCER OR TRAUMA OR THAT HAS FAILED TO DEVELOP PROPERLY DUE TO A SEVERE BREAST ABNORMALITY.  BREAST RECONSTRUCTION ALSO INCLUDES REVISION SURGERY TO CORRECT OR IMPROVE THE RESULT OF A PRIMARY BREAST RECONSTRUCTION SURGERY.","Prosthesis, Breast, Noninflatable, Internal, Silicone Gel-Filled","General, Plastic Surgery",878.3540,3
